# BUSCO version is: 5.7.1 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
16216at3193	Complete	ptg000011l	13251658	13254783	+	1329.8	696	https://www.orthodb.org/v10?query=16216at3193	pentatricopeptide repeat-containing protein At3g06920
16253at3193	Complete	ptg000002l	3055579	3035355	-	1413.2	762	https://www.orthodb.org/v10?query=16253at3193	DNA ligase
16286at3193	Complete	ptg000012l	22719018	22724516	+	839.3	581	https://www.orthodb.org/v10?query=16286at3193	RNA polymerase II C-terminal domain phosphatase-like 3
16351at3193	Complete	ptg000026l	4268943	4275202	+	755.6	522	https://www.orthodb.org/v10?query=16351at3193	histone-lysine N-methyltransferase ATXR7
16550at3193	Complete	ptg000009l	9441096	9420066	-	1244.4	727	https://www.orthodb.org/v10?query=16550at3193	ATPase, AAA-type, conserved site
16671at3193	Complete	ptg000001l	5933170	5927827	-	1227.1	680	https://www.orthodb.org/v10?query=16671at3193	WD40-repeat-containing domain
16810at3193	Complete	ptg000004l	24612463	24625584	+	1232.0	687	https://www.orthodb.org/v10?query=16810at3193	Vps16, C-terminal
16901at3193	Complete	ptg000004l	7712222	7738589	+	1367.5	771	https://www.orthodb.org/v10?query=16901at3193	DExH-box ATP-dependent RNA helicase DExH11
16977at3193	Complete	ptg000006l	6687804	6677540	-	894.6	516	https://www.orthodb.org/v10?query=16977at3193	probable lysine-specific demethylase ELF6
16984at3193	Complete	ptg000026l	1345710	1355389	+	1212.1	649	https://www.orthodb.org/v10?query=16984at3193	spermatogenesis-associated protein 20
17077at3193	Complete	ptg000011l	5343388	5351666	+	957.3	622	https://www.orthodb.org/v10?query=17077at3193	Fanconi-associated nuclease
17159at3193	Complete	ptg000012l	23472610	23475864	+	1191.3	743	https://www.orthodb.org/v10?query=17159at3193	pentatricopeptide repeat-containing protein At2g17140
17217at3193	Complete	ptg000009l	5631238	5635873	+	1129.7	699	https://www.orthodb.org/v10?query=17217at3193	tubulin--tyrosine ligase-like protein 12
17535at3193	Complete	ptg000009l	37129181	37117479	-	1115.6	679	https://www.orthodb.org/v10?query=17535at3193	DEAD-box ATP-dependent RNA helicase FANCM isoform X1
17581at3193	Complete	ptg000004l	10271184	10294331	+	1132.1	672	https://www.orthodb.org/v10?query=17581at3193	E3 UFM1-protein ligase 1 homolog
17627at3193	Complete	ptg000009l	35264754	35246070	-	1429.0	746	https://www.orthodb.org/v10?query=17627at3193	polyribonucleotide nucleotidyltransferase 2, mitochondrial
17647at3193	Complete	ptg000011l	20789850	20796027	+	1073.6	835	https://www.orthodb.org/v10?query=17647at3193	Holliday junction resolvase
17679at3193	Complete	ptg000020l	1558004	1571944	+	1064.8	622	https://www.orthodb.org/v10?query=17679at3193	DNA mismatch repair protein MSH5
18005at3193	Complete	ptg000026l	738335	729051	-	1471.9	854	https://www.orthodb.org/v10?query=18005at3193	sister-chromatid cohesion protein 3
18144at3193	Complete	ptg000009l	35878037	35871401	-	1142.6	682	https://www.orthodb.org/v10?query=18144at3193	CRM-domain containing factor CFM2, chloroplastic
18146at3193	Complete	ptg000019l	21601421	21563307	-	1055.7	641	https://www.orthodb.org/v10?query=18146at3193	ATPase, AAA-type, conserved site
18255at3193	Complete	ptg000028l	3730573	3710290	-	1008.2	623	https://www.orthodb.org/v10?query=18255at3193	WD40-repeat-containing domain
18305at3193	Complete	ptg000012l	24683360	24689205	+	1365.2	672	https://www.orthodb.org/v10?query=18305at3193	DNA helicase
18334at3193	Complete	ptg000004l	5146521	5142024	-	969.0	695	https://www.orthodb.org/v10?query=18334at3193	TPR repeat-containing protein ZIP4
18435at3193	Complete	ptg000009l	38673259	38707158	+	1188.7	643	https://www.orthodb.org/v10?query=18435at3193	CarD-like/TRCF domain
18590at3193	Complete	ptg000013l	152682	155013	+	1170.8	672	https://www.orthodb.org/v10?query=18590at3193	pentatricopeptide repeat-containing protein At2g22070
18595at3193	Complete	ptg000009l	32642764	32650133	+	1245.9	810	https://www.orthodb.org/v10?query=18595at3193	condensin complex subunit 3
18614at3193	Duplicated	ptg000019l	23495593	23516330	+	2761.4	1498	https://www.orthodb.org/v10?query=18614at3193	protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 isoform X1
18614at3193	Duplicated	ptg000037l	2091933	2105086	+	2720.3	1494	https://www.orthodb.org/v10?query=18614at3193	protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 isoform X1
18641at3193	Complete	ptg000019l	11845956	11838244	-	1278.2	655	https://www.orthodb.org/v10?query=18641at3193	DNA replication licensing factor MCM6
18777at3193	Complete	ptg000013l	12021253	11993332	-	1119.3	691	https://www.orthodb.org/v10?query=18777at3193	anaphase-promoting complex subunit 5
18890at3193	Duplicated	ptg000019l	23208492	23211714	+	1075.9	679	https://www.orthodb.org/v10?query=18890at3193	Leucine-rich repeat
18890at3193	Duplicated	ptg000037l	1841182	1845820	+	1045.3	678	https://www.orthodb.org/v10?query=18890at3193	Leucine-rich repeat
18970at3193	Complete	ptg000012l	26527316	26509185	-	1202.9	608	https://www.orthodb.org/v10?query=18970at3193	dynamin-like protein ARC5
19019at3193	Duplicated	ptg000021l	17593471	17613322	+	1014.4	614	https://www.orthodb.org/v10?query=19019at3193	CCAAT/enhancer-binding protein zeta
19019at3193	Duplicated	ptg000006l	914287	924392	+	1033.9	609	https://www.orthodb.org/v10?query=19019at3193	CCAAT/enhancer-binding protein zeta
19068at3193	Complete	ptg000016l	420573	435476	+	1114.9	606	https://www.orthodb.org/v10?query=19068at3193	Protein kinase domain
19243at3193	Complete	ptg000032l	4857074	4867302	+	832.1	530	https://www.orthodb.org/v10?query=19243at3193	Protein kinase domain
19287at3193	Complete	ptg000004l	12377956	12384985	+	1305.7	623	https://www.orthodb.org/v10?query=19287at3193	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplastic
19370at3193	Complete	ptg000037l	4130780	4109768	-	1054.0	673	https://www.orthodb.org/v10?query=19370at3193	pentatricopeptide repeat-containing protein At5g03800
19402at3193	Complete	ptg000011l	19869173	19850444	-	1152.8	734	https://www.orthodb.org/v10?query=19402at3193	Leucine-rich repeat
19439at3193	Complete	ptg000011l	20339424	20317708	-	1376.1	725	https://www.orthodb.org/v10?query=19439at3193	Formin-like protein
19475at3193	Complete	ptg000011l	13226168	13220452	-	966.2	547	https://www.orthodb.org/v10?query=19475at3193	BTB/POZ domain
19641at3193	Complete	ptg000013l	23165425	23189035	+	1011.3	649	https://www.orthodb.org/v10?query=19641at3193	GPI ethanolamine phosphate transferase 3
19696at3193	Complete	ptg000014l	4190463	4172592	-	887.9	648	https://www.orthodb.org/v10?query=19696at3193	GPI ethanolamine phosphate transferase 2 isoform X1
19846at3193	Complete	ptg000030l	469391	472625	+	1316.1	814	https://www.orthodb.org/v10?query=19846at3193	putative pentatricopeptide repeat-containing protein At5g09950
19854at3193	Complete	ptg000026l	3004891	2967321	-	1181.9	591	https://www.orthodb.org/v10?query=19854at3193	DNA replication licensing factor MCM7
19858at3193	Complete	ptg000029l	34254963	34234906	-	1083.0	594	https://www.orthodb.org/v10?query=19858at3193	DNA replication licensing factor MCM5
20132at3193	Duplicated	ptg000021l	17804444	17778702	-	1111.4	582	https://www.orthodb.org/v10?query=20132at3193	Replication factor C subunit 1
20132at3193	Duplicated	ptg000004l	18025275	17998342	-	1119.2	581	https://www.orthodb.org/v10?query=20132at3193	Replication factor C subunit 1
20290at3193	Complete	ptg000029l	11886747	11897102	+	1082.6	707	https://www.orthodb.org/v10?query=20290at3193	putative pentatricopeptide repeat-containing protein At1g19290
20475at3193	Complete	ptg000021l	9909947	9916357	+	942.4	543	https://www.orthodb.org/v10?query=20475at3193	zinc finger CCCH domain-containing protein 24
20489at3193	Complete	ptg000035l	682114	673494	-	1226.9	641	https://www.orthodb.org/v10?query=20489at3193	protein CHROMATIN REMODELING 25
20942at3193	Complete	ptg000030l	235741	270680	+	1026.9	534	https://www.orthodb.org/v10?query=20942at3193	ribonuclease E/G-like protein, chloroplastic isoform X1
21033at3193	Complete	ptg000001l	12188899	12201215	+	991.7	543	https://www.orthodb.org/v10?query=21033at3193	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
21064at3193	Complete	ptg000023l	4492360	4476333	-	1096.3	580	https://www.orthodb.org/v10?query=21064at3193	DNA helicase
21074at3193	Complete	ptg000022l	902271	914841	+	1251.4	835	https://www.orthodb.org/v10?query=21074at3193	AP-5 complex subunit beta-1
21096at3193	Complete	ptg000008l	2977824	2901957	-	964.1	555	https://www.orthodb.org/v10?query=21096at3193	Molybdenum cofactor sulfurase
21627at3193	Complete	ptg000019l	7304552	7225949	-	1017.6	616	https://www.orthodb.org/v10?query=21627at3193	anaphase-promoting complex subunit 4
21634at3193	Complete	ptg000004l	3807741	3815967	+	1351.8	717	https://www.orthodb.org/v10?query=21634at3193	pentatricopeptide repeat-containing protein At5g04810, chloroplastic
21793at3193	Complete	ptg000026l	10097734	10106070	+	1054.5	608	https://www.orthodb.org/v10?query=21793at3193	Pyridoxal phosphate-dependent transferase
21795at3193	Complete	ptg000006l	10071368	10022972	-	767.7	571	https://www.orthodb.org/v10?query=21795at3193	Tetratricopeptide repeat
21873at3193	Complete	ptg000029l	30725085	30759182	+	1429.2	930	https://www.orthodb.org/v10?query=21873at3193	protein NRDE2 homolog isoform X1
22385at3193	Complete	ptg000026l	5084581	5090076	+	1140.2	662	https://www.orthodb.org/v10?query=22385at3193	BTB/POZ domain-containing protein At2g30600
22441at3193	Complete	ptg000037l	166389	160473	-	1114.4	700	https://www.orthodb.org/v10?query=22441at3193	DNA mismatch repair protein MutS, core
22695at3193	Complete	ptg000005l	10690103	10737906	+	724.5	455	https://www.orthodb.org/v10?query=22695at3193	Protein of unknown function DUF3754
22723at3193	Complete	ptg000010l	6031969	6089116	+	973.5	531	https://www.orthodb.org/v10?query=22723at3193	SAP domain
23032at3193	Complete	ptg000025l	5185911	5188224	+	1007.6	599	https://www.orthodb.org/v10?query=23032at3193	pentatricopeptide repeat-containing protein At3g53700, chloroplastic
23064at3193	Complete	ptg000032l	6465390	6451920	-	1069.5	638	https://www.orthodb.org/v10?query=23064at3193	UTP--glucose-1-phosphate uridylyltransferase 3, chloroplastic
23203at3193	Complete	ptg000032l	1111666	1096166	-	908.1	546	https://www.orthodb.org/v10?query=23203at3193	pumilio homolog 23
23420at3193	Complete	ptg000028l	212489	216108	+	672.2	496	https://www.orthodb.org/v10?query=23420at3193	Myosin-2 heavy chain-like protein
23529at3193	Complete	ptg000004l	5445166	5456649	+	996.2	585	https://www.orthodb.org/v10?query=23529at3193	Chromatid cohesion factor MAU2
23608at3193	Complete	ptg000038l	3884145	3876994	-	1081.8	673	https://www.orthodb.org/v10?query=23608at3193	probable transmembrane GTPase FZO-like, chloroplastic
23743at3193	Complete	ptg000020l	8940699	8954607	+	1159.8	596	https://www.orthodb.org/v10?query=23743at3193	ABC transporter F family member 3
23795at3193	Complete	ptg000024l	6697563	6694887	-	1151.3	682	https://www.orthodb.org/v10?query=23795at3193	pentatricopeptide repeat-containing protein At1g74600, chloroplastic
23870at3193	Complete	ptg000004l	2680739	2667530	-	1084.0	643	https://www.orthodb.org/v10?query=23870at3193	probable helicase CHR10 isoform X1
24102at3193	Complete	ptg000009l	38420513	38422967	+	1109.5	679	https://www.orthodb.org/v10?query=24102at3193	putative pentatricopeptide repeat-containing protein At2g01510
24280at3193	Complete	ptg000016l	18848296	18853610	+	1195.4	865	https://www.orthodb.org/v10?query=24280at3193	Condensin-2 complex subunit G2
24314at3193	Complete	ptg000012l	7485537	7503945	+	870.8	575	https://www.orthodb.org/v10?query=24314at3193	Armadillo
24580at3193	Complete	ptg000029l	25568135	25545142	-	736.1	495	https://www.orthodb.org/v10?query=24580at3193	G patch domain-containing protein, N-terminal
24602at3193	Complete	ptg000030l	1673985	1684180	+	813.2	422	https://www.orthodb.org/v10?query=24602at3193	phospholipid--sterol O-acyltransferase
24748at3193	Complete	ptg000038l	778729	793482	+	1013.0	534	https://www.orthodb.org/v10?query=24748at3193	Gamma-tubulin complex component
24820at3193	Complete	ptg000019l	24181413	24188826	+	1121.0	734	https://www.orthodb.org/v10?query=24820at3193	putative pentatricopeptide repeat-containing protein At5g06400, mitochondrial
25025at3193	Complete	ptg000008l	3308942	3327045	+	1241.4	765	https://www.orthodb.org/v10?query=25025at3193	pentatricopeptide repeat-containing protein At3g24000, mitochondrial
25035at3193	Complete	ptg000019l	20172739	20154468	-	1103.6	576	https://www.orthodb.org/v10?query=25035at3193	probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH9
25169at3193	Complete	ptg000016l	353101	324181	-	859.4	554	https://www.orthodb.org/v10?query=25169at3193	chromosome transmission fidelity protein 18 homolog
25353at3193	Complete	ptg000022l	1506756	1478500	-	979.9	697	https://www.orthodb.org/v10?query=25353at3193	Thioredoxin-like superfamily
25450at3193	Complete	ptg000014l	489994	492388	+	1216.3	673	https://www.orthodb.org/v10?query=25450at3193	CSC1-like protein At4g35870
25535at3193	Complete	ptg000004l	25597882	25606168	+	965.8	562	https://www.orthodb.org/v10?query=25535at3193	Origin recognition complex subunit 1
25543at3193	Complete	ptg000011l	17241185	17255332	+	961.9	541	https://www.orthodb.org/v10?query=25543at3193	C2 domain
25549at3193	Complete	ptg000034l	1501715	1494437	-	750.7	617	https://www.orthodb.org/v10?query=25549at3193	protein SIEL
25602at3193	Complete	ptg000030l	716900	728102	+	1209.4	554	https://www.orthodb.org/v10?query=25602at3193	threonine--tRNA ligase, chloroplastic/mitochondrial 2
25760at3193	Complete	ptg000029l	2695830	2693787	-	927.4	557	https://www.orthodb.org/v10?query=25760at3193	putative pentatricopeptide repeat-containing protein At1g77010, mitochondrial
25883at3193	Complete	ptg000024l	6704453	6706874	+	1088.9	676	https://www.orthodb.org/v10?query=25883at3193	putative pentatricopeptide repeat-containing protein At1g74580
26025at3193	Complete	ptg000014l	7951849	7966487	+	1076.4	617	https://www.orthodb.org/v10?query=26025at3193	lysine-specific demethylase JMJ25
26282at3193	Complete	ptg000026l	11464163	11470832	+	983.7	585	https://www.orthodb.org/v10?query=26282at3193	nuclear pore complex protein NUP85
26318at3193	Complete	ptg000019l	22320559	22311415	-	563.0	424	https://www.orthodb.org/v10?query=26318at3193	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1 isoform X1
26386at3193	Complete	ptg000022l	11024783	11046070	+	883.0	561	https://www.orthodb.org/v10?query=26386at3193	DNA mismatch repair protein MutS, core
26417at3193	Complete	ptg000007l	21659471	21668080	+	890.8	596	https://www.orthodb.org/v10?query=26417at3193	pentatricopeptide repeat-containing protein At1g76280 isoform X1
26497at3193	Complete	ptg000028l	8466114	8451691	-	1050.1	611	https://www.orthodb.org/v10?query=26497at3193	ATP-dependent DNA helicase Q-like 5
26586at3193	Complete	ptg000025l	7238166	7231977	-	1067.5	592	https://www.orthodb.org/v10?query=26586at3193	transcription factor bHLH140
26756at3193	Complete	ptg000001l	19921760	19938226	+	1069.9	556	https://www.orthodb.org/v10?query=26756at3193	cleavage stimulation factor subunit 77
26776at3193	Complete	ptg000020l	53569	68278	+	926.1	533	https://www.orthodb.org/v10?query=26776at3193	Peroxisomal targeting signal 1 receptor
26794at3193	Complete	ptg000001l	18806164	18767334	-	1118.6	607	https://www.orthodb.org/v10?query=26794at3193	putative DEAD-box ATP-dependent RNA helicase 29
26815at3193	Complete	ptg000009l	17362000	17340993	-	1143.8	588	https://www.orthodb.org/v10?query=26815at3193	switch 2
26824at3193	Complete	ptg000024l	4197020	4201947	+	1203.1	662	https://www.orthodb.org/v10?query=26824at3193	pentatricopeptide repeat-containing protein At1g74850, chloroplastic
26847at3193	Complete	ptg000020l	16130519	16121568	-	1064.4	564	https://www.orthodb.org/v10?query=26847at3193	conserved oligomeric Golgi complex subunit 6
26860at3193	Complete	ptg000006l	1996679	2011684	+	878.8	504	https://www.orthodb.org/v10?query=26860at3193	Beta-galactosidase
26980at3193	Complete	ptg000029l	18358155	18367962	+	846.6	440	https://www.orthodb.org/v10?query=26980at3193	Sterile alpha motif domain
27037at3193	Complete	ptg000021l	21719462	21728447	+	1158.0	560	https://www.orthodb.org/v10?query=27037at3193	DNA topoisomerase 6 subunit B
27315at3193	Complete	ptg000014l	2054278	2046864	-	1059.3	581	https://www.orthodb.org/v10?query=27315at3193	FG-GAP repeat-containing protein
27435at3193	Complete	ptg000007l	18666282	18719357	+	747.1	508	https://www.orthodb.org/v10?query=27435at3193	DnaJ domain
27492at3193	Complete	ptg000009l	35023192	35033712	+	795.1	498	https://www.orthodb.org/v10?query=27492at3193	glycosylphosphatidylinositol anchor attachment 1 protein
27663at3193	Complete	ptg000001l	7774178	7781876	+	934.2	537	https://www.orthodb.org/v10?query=27663at3193	plastid division protein CDP1, chloroplastic
27702at3193	Complete	ptg000004l	24021380	24016398	-	1031.3	608	https://www.orthodb.org/v10?query=27702at3193	pentatricopeptide repeat-containing protein At1g03100, mitochondrial
27725at3193	Complete	ptg000001l	1563482	1560722	-	1311.6	736	https://www.orthodb.org/v10?query=27725at3193	pentatricopeptide repeat-containing protein At4g30825, chloroplastic
27810at3193	Complete	ptg000011l	5115910	5137680	+	784.6	561	https://www.orthodb.org/v10?query=27810at3193	Six-bladed beta-propeller
27877at3193	Complete	ptg000026l	14076687	14060918	-	978.6	544	https://www.orthodb.org/v10?query=27877at3193	UbiB domain
28014at3193	Complete	ptg000009l	27278105	27280418	+	1021.3	631	https://www.orthodb.org/v10?query=28014at3193	nuclear intron maturase 4, mitochondrial
28151at3193	Duplicated	ptg000028l	41396	31056	-	939.4	549	https://www.orthodb.org/v10?query=28151at3193	DNA repair protein REV1
28151at3193	Duplicated	ptg000035l	1235997	1225684	-	939.4	549	https://www.orthodb.org/v10?query=28151at3193	DNA repair protein REV1
28171at3193	Complete	ptg000026l	6395437	6407442	+	897.6	542	https://www.orthodb.org/v10?query=28171at3193	protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6, chloroplastic
28384at3193	Complete	ptg000026l	8684450	8681173	-	913.3	579	https://www.orthodb.org/v10?query=28384at3193	Tetratricopeptide repeat
28608at3193	Complete	ptg000033l	3555308	3538697	-	1098.7	577	https://www.orthodb.org/v10?query=28608at3193	probable DNA helicase MCM8
28757at3193	Complete	ptg000010l	3823094	3873691	+	902.3	557	https://www.orthodb.org/v10?query=28757at3193	diphthine--ammonia ligase
